2024-10-03 18:50:37 ,Scn, 
2024-10-03 18:50:37 ,iTc, {^0}
2024-10-03 18:50:38 ,MCP, {~0}{~0}
2024-10-03 18:50:38 ,Scn, \_
2024-10-03 18:50:38 ,Scn, 
2024-10-03 18:50:39 ,iTc, {^0}
2024-10-03 18:50:39 ,MCP, {~0}
2024-10-03 18:50:39 ,Scn, TE
2024-10-03 18:50:39 ,MCP, {~0}
2024-10-03 18:50:39 ,Scn, S
2024-10-03 18:50:39 ,iTc, {^0}
2024-10-03 18:50:39 ,Scn, T 
2024-10-03 18:50:40 ,iTc, {^0}
2024-10-03 18:50:40 ,MCP, {~0}
2024-10-03 18:50:40 ,iTc, {^0}
2024-10-03 18:50:40 ,MCP, {~0}{~0}{~0}{~0}{~0}
2024-10-03 18:50:43 ,Scn, MAL
2024-10-03 18:50:43 ,MCP, {~0}
2024-10-03 18:50:43 ,Scn,  
2024-10-03 18:50:43 ,iTc, {^0}
2024-10-03 18:50:43 ,Scn, SEH
2024-10-03 18:50:44 ,MCP, {~0}
2024-10-03 18:50:44 ,Scn, EN 
2024-10-03 18:50:44 ,MCP, {~0}
2024-10-03 18:50:44 ,iTc, {^0}
2024-10-03 18:50:45 ,MCP, {~0}{~0}
2024-10-03 18:50:45 ,Scn, W
2024-10-03 18:50:46 ,iTc, {^0}
2024-10-03 18:50:46 ,MCP, {~0}
2024-10-03 18:50:46 ,Scn, IE 
2024-10-03 18:50:46 ,iTc, {^0}
2024-10-03 18:50:46 ,MCP, {~0}
2024-10-03 18:50:46 ,iTc, {^0}
2024-10-03 18:50:46 ,Scn, U
2024-10-03 18:50:46 ,iTc, {^0}
2024-10-03 18:50:47 ,Scn, N
2024-10-03 18:50:47 ,iTc, {^0}
2024-10-03 18:50:47 ,MCP, {~0}
2024-10-03 18:50:47 ,Scn, D 
2024-10-03 18:50:47 ,iTc, {^0}
2024-10-03 18:50:47 ,Scn, W
2024-10-03 18:50:47 ,MCP, {~0}
2024-10-03 18:50:47 ,iTc, {^0}
2024-10-03 18:50:47 ,Scn, A
2024-10-03 18:50:47 ,iTc, {^0}
2024-10-03 18:50:48 ,Scn, R
2024-10-03 18:50:48 ,MCP, {~0}
2024-10-03 18:50:48 ,Scn, U
2024-10-03 18:50:48 ,iTc, {^0}
2024-10-03 18:50:48 ,Scn, M
2024-10-03 18:50:48 ,iTc, {^0}
